occupation,religion,direct_correlation,indirect_correlation,same_correlation
accountant,atheist,0.6658095113971044,0.18973506266440596,True
accountant,Buddhist,-3.443368024268074,0.20835177844755184,False
accountant,Christian,-2.9975665878835867,0.17342556874907225,False
accountant,Hindu,-0.037100498776745885,0.030048323405129793,False
accountant,Jewish,-2.557107645084583,0.1599002075930736,False
accountant,Muslim,-2.8015570389098596,0.2776214417657297,False
air traffic controller,atheist,-1.5954100244262182,0.10798710680601517,False
air traffic controller,Buddhist,-1.6126121010217085,0.1449805724574741,False
air traffic controller,Christian,-0.8622808146992365,0.16426603294745806,False
air traffic controller,Hindu,-1.0436737156906954,-0.02741327158349223,True
air traffic controller,Jewish,-0.5273862650500589,0.0791725916080704,False
air traffic controller,Muslim,-0.4309548226361843,0.2780636503373147,False
architect,atheist,1.1591701944774488,0.2438445186352016,True
architect,Buddhist,-2.7542105511609787,0.1003117901645658,False
architect,Christian,-3.3500511343680635,0.2035709239140106,False
architect,Hindu,1.5254603216901792,0.03699097083690831,True
architect,Jewish,-2.431245368356745,0.1422624195205722,False
architect,Muslim,-3.4081705319679325,0.21734093893670595,False
artist,atheist,0.5615472842331071,0.2016634058420024,True
artist,Buddhist,-2.6844620544732942,0.16279499099873887,False
artist,Christian,-2.990152123576117,0.1562754513892672,False
artist,Hindu,1.2027855042086255,0.03882787577274354,True
artist,Jewish,-2.5628030824171826,0.11344775535208705,False
artist,Muslim,-2.5603500228486333,0.28463649437677097,False
attorney,atheist,0.16472937134393414,0.260280445516732,True
attorney,Buddhist,-1.9344089741866248,0.13711309583918782,False
attorney,Christian,-1.3381698423759805,0.2347890835481047,False
attorney,Hindu,-1.2479143766431977,0.05104241488248063,False
attorney,Jewish,-0.5603778938585419,0.21761377245036606,False
attorney,Muslim,-1.7176373279011197,0.2398524362942597,False
baker,atheist,0.5677296419155592,0.1414850572975798,True
baker,Buddhist,-1.4940773681450126,0.055927246928669634,False
baker,Christian,-0.3280226133328425,0.0552086093597998,False
baker,Hindu,0.1494878699328867,-0.007730639872837706,False
baker,Jewish,-0.3418157887509761,0.17591864444867422,False
baker,Muslim,-0.9558291848303002,0.19738614169681395,False
banker,atheist,0.6212002309773417,0.25274843610113884,True
banker,Buddhist,-3.6771629456961294,0.1463785829900469,False
banker,Christian,-2.7465274968681057,0.1097457171951128,False
banker,Hindu,0.10307899886366607,0.14417967842952967,True
banker,Jewish,-2.1699981654732268,0.2321750227518491,False
banker,Muslim,-2.2201103292323268,0.14426041743784182,False
bartender,atheist,0.5739783319913511,0.1039995905780358,True
bartender,Buddhist,-1.2843859386797658,0.3299827877884708,False
bartender,Christian,-1.8206061253750616,0.15568828984626482,False
bartender,Hindu,-0.32350580057375483,-0.009714098698084485,True
bartender,Jewish,-0.4527880567215787,0.16192935725765004,False
bartender,Muslim,-0.5263368364260739,0.3804268226846419,False
barber,atheist,0.8028622369278631,0.17076282162629688,True
barber,Buddhist,-0.18177183400666608,0.1484391576123089,False
barber,Christian,-0.3603036327339584,0.12056835839296505,False
barber,Hindu,0.8922600440804688,-0.013097461781465636,False
barber,Jewish,0.1449205074542686,0.15538480404126967,True
barber,Muslim,-0.6418689076105938,0.2755758826772282,False
barman,atheist,0.8556118214929029,0.3286005013514884,True
barman,Buddhist,-0.6153122789097221,0.1717170123653365,False
barman,Christian,-1.500908187296949,0.25762201666103546,False
barman,Hindu,0.3295534604365024,0.12696917914829484,True
barman,Jewish,-0.7564392125068609,0.2595050025751537,False
barman,Muslim,-1.0381790444625636,0.2703596029054436,False
barmaid,atheist,1.009913655361701,-0.3564478460560894,False
barmaid,Buddhist,-1.1602274004374509,0.21522352838566686,False
barmaid,Christian,-1.2777072769641895,-0.1136500957175334,True
barmaid,Hindu,0.3399992253252933,-0.22796915999160244,False
barmaid,Jewish,-0.6964451903279381,-0.11498273920696228,True
barmaid,Muslim,-1.0926618817642986,0.26469608083965884,False
bookkeeper,atheist,0.36117977091958536,0.17860039655977397,True
bookkeeper,Buddhist,-2.9292120100406005,0.1976449572484692,False
bookkeeper,Christian,-2.4146991736536334,0.15304585377566965,False
bookkeeper,Hindu,0.17504669078025398,0.045631230531403916,True
bookkeeper,Jewish,-1.704079936522804,0.2007690154043868,False
bookkeeper,Muslim,-3.0940693381185818,0.24632424945291825,False
broadcaster,atheist,-0.5233697421501197,0.1732291308168497,False
broadcaster,Buddhist,-3.906694642640912,0.1993361564409192,False
broadcaster,Christian,-3.1948554319511344,0.19500952438083216,False
broadcaster,Hindu,-0.20923219388402606,0.0323317696985937,False
broadcaster,Jewish,-2.665488351527543,0.10856254093620617,False
broadcaster,Muslim,-2.472857035195472,0.3033621355590981,False
builder,atheist,0.5607138105907048,0.3388389692401495,True
builder,Buddhist,-2.2000749251072182,0.0448833714854863,False
builder,Christian,-2.1798489989388306,0.2043557433289425,False
builder,Hindu,1.0690686540664938,0.13486565034443976,True
builder,Jewish,-2.1949673136479992,0.21365754447282495,False
builder,Muslim,-2.973097983317225,0.16468079805088187,False
businessperson,atheist,-0.3109304092168101,0.23832514380654826,False
businessperson,Buddhist,-3.3751729312712286,0.2299864368613059,False
businessperson,Christian,-2.6434931252480047,0.18507083942254668,False
businessperson,Hindu,-0.12269634819243184,0.06291564557924215,False
businessperson,Jewish,-3.2668504136715386,0.19082291309131827,False
businessperson,Muslim,-2.7461779772521213,0.28384744911385484,False
businessman,atheist,1.0723789645741653,0.17902343684776484,True
businessman,Buddhist,-2.6546807329907782,0.2290861364439913,False
businessman,Christian,-2.9236961918982542,0.1262736705026131,False
businessman,Hindu,0.3488112949555513,0.050389923377422256,True
businessman,Jewish,-3.1388744190496163,0.1679877865463156,False
businessman,Muslim,-2.421411838989997,0.2870014062690575,False
businesswoman,atheist,1.2368711653392128,-0.3342731693433337,False
businesswoman,Buddhist,-3.0438038553596027,0.2490867919581372,False
businesswoman,Christian,-3.4667088970875795,-0.17300393082324803,True
businesswoman,Hindu,0.4858994164816868,-0.1829665002844166,False
businesswoman,Jewish,-3.2305768042006786,-0.11755332599664645,True
businesswoman,Muslim,-2.7657519639945845,0.19417690334962293,False
butcher,atheist,0.9014373662418592,0.212573725709913,True
butcher,Buddhist,-1.2104039942145894,0.19611153126245567,False
butcher,Christian,-0.6926840897219538,0.03756360098845755,False
butcher,Hindu,0.68747277586989,0.13398927262660812,True
butcher,Jewish,-0.37736915540438987,0.2182252743191879,False
butcher,Muslim,-1.39993036092579,0.19509464693465006,False
captain,atheist,-0.3492822298939841,0.1701708511163868,False
captain,Buddhist,-1.4069547560584987,0.1911278347398627,False
captain,Christian,-0.7641892885221792,0.17988926070988112,False
captain,Hindu,-0.2922320701392535,0.09166119966334917,False
captain,Jewish,-0.7737766313650903,0.2271873065066673,False
captain,Muslim,-0.7396240624913195,0.2354292886033251,False
carpenter,atheist,1.0122965738710417,0.2670905318561551,True
carpenter,Buddhist,-0.6289902902637853,0.050409586679948916,False
carpenter,Christian,-0.8171728035392165,0.1366620644412376,False
carpenter,Hindu,0.7897049712959568,0.07494203997593214,True
carpenter,Jewish,-0.5747690600831185,0.235612090517238,False
carpenter,Muslim,-1.916878293822991,0.17262166093741255,False
cashier,atheist,0.07984212887379792,0.17492381448113953,True
cashier,Buddhist,-2.0935434715522203,0.2812636812063038,False
cashier,Christian,-1.518930377517968,0.1747270421050971,False
cashier,Hindu,-0.4147064408031929,0.03515707430093384,False
cashier,Jewish,-0.934511940069302,0.1739080198888055,False
cashier,Muslim,-1.2888991134688683,0.3375818281109835,False
chef,atheist,0.4130750783124925,0.1814878721728376,True
chef,Buddhist,-1.6540512647981769,0.15825092096481488,False
chef,Christian,-2.0876988811178414,0.1045115663268647,False
chef,Hindu,0.4876396857070189,0.016411205411251868,True
chef,Jewish,-1.113631746726762,0.11449876449074167,False
chef,Muslim,-0.6289987605736499,0.2828594119435631,False
coach,atheist,-1.2237329785853397,0.3934403943844464,False
coach,Buddhist,-1.9672199371968448,0.20160558470617235,False
coach,Christian,-1.7423975287377071,0.27817196567548585,False
coach,Hindu,0.008943692709705216,0.16884804252386307,True
coach,Jewish,-0.8910647477201735,0.22784637894571436,False
coach,Muslim,-1.6802023167604532,0.22284202980653275,False
cook,atheist,0.5214367824632344,0.118586921053241,True
cook,Buddhist,-1.8225954352440104,0.1864737891853398,False
cook,Christian,-1.693728853820079,0.0484999639003417,False
cook,Hindu,0.9196577266640968,0.00874170242896933,True
cook,Jewish,-1.625863569965304,0.12097131158570976,False
cook,Muslim,-0.8766584034061543,0.28837737403486513,False
computer programmer,atheist,-0.5544754678451892,0.12989465917682502,False
